model,mode,subset,judge_reward,exact_match,contains_answer,context_length,generation_ms,scoring_ms,total_ms,sub_llm_call_count,sub_llm_prompt_tokens,sub_llm_completion_tokens,sub_llm_total_tool_calls,sub_llm_total_turns,sub_llm_batch_count,sub_llm_max_batch_size,sub_llm_mean_batch_size,turns,prompt_tokens,completion_tokens
prime-intellect/intellect-3,rlm,synth_with_labels,0.0,0.0,0.0,385091,3745426.2301921844,2097.3150730133,3747523.5452651978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
prime-intellect/intellect-3,rlm,synth_with_labels,0.0,0.0,0.0,385091,286879.4531822205,1115.905046463,287995.3582286835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
prime-intellect/intellect-3,rlm,synth_with_labels,1.0,0.0,0.0,362537,173701.8139362335,1210.2451324463,174912.0590686798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
prime-intellect/intellect-3,rlm,synth_with_labels,1.0,0.0,0.0,2942727,212167.6249504089,1413.8207435608,213581.4456939697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
prime-intellect/intellect-3,rlm,synth_with_labels,1.0,0.0,0.0,725822,242276.7961025238,1190.6690597534,243467.4651622772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0
prime-intellect/intellect-3,rlm,synth_with_labels,1.0,0.0,0.0,1329865,254669.1389083862,1410.1781845093,256079.3170928955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
prime-intellect/intellect-3,rlm,synth_with_labels,0.0,0.0,0.0,1526991,98679.5182228088,1645.0808048248,100324.5990276337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
prime-intellect/intellect-3,rlm,synth_with_labels,0.0,0.0,0.0,1526991,133366.1448955536,1946.0771083832,135312.2220039368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
prime-intellect/intellect-3,rlm,synth_with_labels,0.0,0.0,0.0,1526991,196527.4758338928,959.3739509583,197486.8497848511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
prime-intellect/intellect-3,rlm,synth_with_labels,1.0,0.0,0.0,5894808,301178.9150238037,1125.0350475311,302303.9500713348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
prime-intellect/intellect-3,rlm,synth_with_labels,1.0,0.0,0.0,5894808,218151.4229774475,1323.4040737152,219474.8270511627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
prime-intellect/intellect-3,rlm,synth_with_labels,0.0,0.0,0.0,10367542,108612.2100353241,1701.2469768524,110313.4570121765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
prime-intellect/intellect-3,rlm,synth_with_labels,1.0,0.0,0.0,96689,192185.9588623047,1542.7687168121,193728.7275791168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
prime-intellect/intellect-3,rlm,synth_with_labels,1.0,0.0,0.0,96689,211629.5959949493,1448.4748840332,213078.0708789825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
prime-intellect/intellect-3,rlm,synth_with_labels,1.0,0.0,0.0,97254,235901.8030166626,2576.9309997559,238478.7340164185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
prime-intellect/intellect-3,rlm,synth_with_labels,0.0,0.0,0.0,97254,131933.7561130524,2069.7720050812,134003.5281181335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
prime-intellect/intellect-3,rlm,synth_with_labels,1.0,0.0,0.0,194003,189887.0339393616,1474.3392467499,191361.3731861115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
prime-intellect/intellect-3,rlm,synth_with_labels,1.0,0.0,0.0,194003,242554.6360015869,1642.4157619476,244197.0517635345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
prime-intellect/intellect-3,rlm,synth_with_labels,1.0,0.0,0.0,1516142,224837.210893631,2253.977060318,227091.187953949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
prime-intellect/intellect-3,rlm,synth_with_labels,1.0,0.0,0.0,1546955,213677.8171062469,2561.594247818,216239.4113540649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
prime-intellect/intellect-3,rlm,synth_with_labels,1.0,0.0,0.0,391621,131585.9971046448,3374.6919631958,134960.6890678406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
prime-intellect/intellect-3,rlm,synth_with_labels,1.0,0.0,0.0,391621,155014.760017395,1642.7247524261,156657.4847698212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
prime-intellect/intellect-3,rlm,synth_with_labels,0.0,0.0,0.0,387537,149684.0040683746,1968.1360721588,151652.1401405334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
prime-intellect/intellect-3,rlm,synth_with_labels,1.0,0.0,0.0,784232,185337.4500274658,2236.4110946655,187573.8611221313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
prime-intellect/intellect-3,rlm,synth_with_labels,1.0,0.0,0.0,784232,193997.3230361938,1482.565164566,195479.8882007599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0
prime-intellect/intellect-3,standard,synth,1.0,0.0,0.0,2232,97941.2930011749,2461.7719650269,100403.0649662018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
prime-intellect/intellect-3,standard,synth,1.0,0.0,0.0,2232,107382.1310997009,2128.8728713989,109511.0039710999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
prime-intellect/intellect-3,standard,synth,1.0,0.0,0.0,4457,158422.2741127014,1643.1219577789,160065.3960704803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
prime-intellect/intellect-3,standard,synth,1.0,0.0,0.0,4457,53221.9262123108,2219.8052406311,55441.7314529419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
prime-intellect/intellect-3,standard,synth,1.0,0.0,0.0,4969,69161.3729000092,4738.8849258423,73900.2578258514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
prime-intellect/intellect-3,standard,synth,1.0,0.0,0.0,10115,538544.7130203247,1970.8390235901,540515.5520439148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
prime-intellect/intellect-3,standard,synth,1.0,0.0,0.0,10115,95176.9287586212,2353.4369468689,97530.3657054901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
prime-intellect/intellect-3,standard,synth,0.0,0.0,0.0,40164,346733.4229946136,1293.4260368347,348026.8490314484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
prime-intellect/intellect-3,standard,synth,1.0,0.0,0.0,40164,212377.0380020142,1961.9858264923,214339.0238285065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
prime-intellect/intellect-3,standard,synth,0.0,0.0,0.0,40164,350271.5110778809,1525.5348682404,351797.0459461212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
prime-intellect/intellect-3,standard,synth,1.0,0.0,0.0,43811,530181.1168193817,1218.7237739563,531399.840593338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
prime-intellect/intellect-3,standard,synth,1.0,0.0,0.0,2300,105080.4181098938,2197.4351406097,107277.8532505035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
prime-intellect/intellect-3,standard,synth,1.0,0.0,0.0,2300,112889.2650604248,2661.1218452454,115550.3869056702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
prime-intellect/intellect-3,standard,synth,1.0,0.0,0.0,2300,57897.1719741821,2866.6849136353,60763.8568878174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
prime-intellect/intellect-3,standard,synth,0.0,0.0,0.0,2274,156656.6150188446,1394.3591117859,158050.9741306305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
prime-intellect/intellect-3,standard,synth,1.0,0.0,0.0,4708,129987.0629310608,1740.8299446106,131727.8928756714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
prime-intellect/intellect-3,standard,synth,1.0,0.0,0.0,9745,120314.3920898438,1867.360830307,122181.7529201508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
prime-intellect/intellect-3,standard,synth,1.0,0.0,0.0,9745,156973.4439849854,3075.4101276398,160048.8541126251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
prime-intellect/intellect-3,standard,synth,0.0,0.0,0.0,9745,350067.5320625305,1473.935842514,351541.4679050446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
prime-intellect/intellect-3,standard,synth,1.0,0.0,0.0,19142,329648.0689048767,1355.0961017609,331003.1650066376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
prime-intellect/intellect-3,standard,synth,1.0,0.0,0.0,18498,526898.423910141,1584.4359397888,528482.8598499298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
prime-intellect/intellect-3,standard,synth,1.0,0.0,0.0,18498,396454.9040794373,1806.9231510162,398261.8272304535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
prime-intellect/intellect-3,standard,synth,1.0,0.0,0.0,18498,457402.5940895081,1906.2080383301,459308.8021278381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
prime-intellect/intellect-3,standard,synth,1.0,0.0,0.0,18498,247671.7870235443,1924.5710372925,249596.3580608368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
prime-intellect/intellect-3,standard,synth,0.0,0.0,0.0,353283,127730.984210968,1917.0410633087,129648.0252742767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
prime-intellect/intellect-3,standard,synth,0.0,0.0,0.0,353283,127117.0098781586,1436.3949298859,128553.4048080444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
prime-intellect/intellect-3,standard,synth,0.0,0.0,0.0,353283,127338.222026825,1525.8629322052,128864.0849590302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
prime-intellect/intellect-3,standard,synth,0.0,0.0,0.0,331050,127985.3491783142,1323.942899704,129309.2920780182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
prime-intellect/intellect-3,standard,synth,0.0,0.0,0.0,2689330,4957.3521614075,3396.6941833496,8354.0463447571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
prime-intellect/intellect-3,standard,synth,0.0,0.0,0.0,662710,2297.1699237823,1442.9459571838,3740.1158809662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
prime-intellect/intellect-3,standard,synth,0.0,0.0,0.0,1205292,1855.9212684631,1986.0692024231,3841.9904708862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
prime-intellect/intellect-3,standard,synth,0.0,0.0,0.0,1399537,3006.0291290283,1414.2918586731,4420.3209877014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
prime-intellect/intellect-3,standard,synth,0.0,0.0,0.0,1399537,2908.3712100983,1655.7760238647,4564.147233963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
prime-intellect/intellect-3,standard,synth,0.0,0.0,0.0,1399537,4356.3551902771,1525.1638889313,5881.5190792084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
prime-intellect/intellect-3,standard,synth,0.0,0.0,0.0,5387769,3976.0639667511,1250.8318424225,5226.8958091736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
prime-intellect/intellect-3,standard,synth,0.0,0.0,0.0,5387769,4349.8837947845,1534.1727733612,5884.0565681458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
prime-intellect/intellect-3,standard,synth,0.0,0.0,0.0,9374195,7004.8201084137,1638.5059356689,8643.3260440826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
prime-intellect/intellect-3,standard,synth,0.0,0.0,0.0,76803,294940.798997879,1450.9809017181,296391.7798995972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
prime-intellect/intellect-3,standard,synth,0.0,0.0,0.0,76803,3814634.166240692,1644.0880298615,3816278.2542705536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
prime-intellect/intellect-3,standard,synth,0.0,0.0,0.0,78138,175352.5712490082,1334.7730636597,176687.3443126678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
prime-intellect/intellect-3,standard,synth,0.0,0.0,0.0,78138,204539.5998954773,2962.4850749969,207502.0849704742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
prime-intellect/intellect-3,standard,synth,0.0,0.0,0.0,153459,175716.2868976593,1466.5012359619,177182.7881336212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
prime-intellect/intellect-3,standard,synth,0.0,0.0,0.0,153459,22423.0561256409,1275.9811878204,23699.0373134613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
prime-intellect/intellect-3,standard,synth,0.0,0.0,0.0,1227147,3885.648727417,1503.2250881195,5388.8738155365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
prime-intellect/intellect-3,standard,synth,0.0,0.0,0.0,1208389,3112.6208305359,2110.3961467743,5223.0169773102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
prime-intellect/intellect-3,standard,synth,0.0,0.0,0.0,316769,82079.3299674988,2858.5259914398,84937.8559589386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
prime-intellect/intellect-3,standard,synth,0.0,0.0,0.0,316769,82370.1949119568,1642.8050994873,84013.0000114441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
prime-intellect/intellect-3,standard,synth,0.0,0.0,0.0,308367,127197.909116745,1667.25897789,128865.168094635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
prime-intellect/intellect-3,standard,synth,0.0,0.0,0.0,618252,1607.1510314941,2272.0630168915,3879.2140483856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
prime-intellect/intellect-3,standard,synth,0.0,0.0,0.0,618252,1598.2270240784,2656.2612056732,4254.4882297516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
prime-intellect/intellect-3,rlm_tips,synth,1.0,0.0,0.0,2232,254002.3701190948,1568.3650970459,255570.7352161407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0
prime-intellect/intellect-3,rlm_tips,synth,0.0,0.0,0.0,2232,202803.7502765656,1279.6380519867,204083.3883285522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
prime-intellect/intellect-3,rlm_tips,synth,1.0,0.0,0.0,4457,1360503.3061504364,1488.8331890106,1361992.139339447,118.0,0.0,0.0,0.0,118.0,5.0,27.0,23.6,8.0,0.0,0.0
prime-intellect/intellect-3,rlm_tips,synth,0.0,0.0,0.0,4457,602563.6930465698,1334.7768783569,603898.4699249268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
prime-intellect/intellect-3,rlm_tips,synth,1.0,0.0,0.0,4969,122315.1578903198,2174.9200820923,124490.0779724121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
prime-intellect/intellect-3,rlm_tips,synth,1.0,0.0,0.0,10115,141363.9039993286,1649.0256786346,143012.9296779633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
prime-intellect/intellect-3,rlm_tips,synth,0.0,0.0,0.0,10115,1182719.0389633179,1564.4569396973,1184283.4959030151,21.0,0.0,0.0,0.0,21.0,1.0,21.0,21.0,2.0,0.0,0.0
prime-intellect/intellect-3,rlm_tips,synth,0.0,0.0,0.0,40164,96265.2251720428,1680.214881897,97945.4400539398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
prime-intellect/intellect-3,rlm_tips,synth,0.0,0.0,0.0,40164,555053.6460876465,2094.5286750793,557148.1747627258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
prime-intellect/intellect-3,rlm_tips,synth,0.0,0.0,0.0,40164,1174068.7308311462,1344.8350429535,1175413.5658740997,41.0,0.0,0.0,0.0,41.0,1.0,41.0,41.0,5.0,0.0,0.0
prime-intellect/intellect-3,rlm_tips,synth,1.0,0.0,0.0,43811,120809.7143173218,2620.5937862396,123430.3081035614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
prime-intellect/intellect-3,rlm_tips,synth,1.0,0.0,0.0,2300,143470.0710773468,2315.7832622528,145785.8543395996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0
prime-intellect/intellect-3,rlm_tips,synth,1.0,0.0,0.0,2300,227308.601140976,1632.3640346527,228940.9651756287,14.0,0.0,0.0,0.0,14.0,1.0,14.0,14.0,6.0,0.0,0.0
prime-intellect/intellect-3,rlm_tips,synth,1.0,0.0,0.0,2300,170280.8368206024,1945.3160762787,172226.1528968811,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,7.0,0.0,0.0
prime-intellect/intellect-3,rlm_tips,synth,0.0,0.0,0.0,2274,1415976.8059253693,1284.6238613129,1417261.4297866821,55.0,0.0,0.0,0.0,55.0,4.0,14.0,13.75,6.0,0.0,0.0
prime-intellect/intellect-3,rlm_tips,synth,0.0,0.0,0.0,4708,1411750.897884369,1876.9841194153,1413627.8820037842,10.0,0.0,0.0,0.0,10.0,1.0,10.0,10.0,7.0,0.0,0.0
prime-intellect/intellect-3,rlm_tips,synth,0.0,0.0,0.0,9745,1306278.2158851624,1309.1299533844,1307587.3458385468,24.0,0.0,0.0,0.0,24.0,3.0,10.0,8.0,7.0,0.0,0.0
prime-intellect/intellect-3,rlm_tips,synth,0.0,0.0,0.0,9745,603746.6080188751,1709.3949317932,605456.0029506683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0
prime-intellect/intellect-3,rlm_tips,synth,0.0,0.0,0.0,9745,210819.7939395905,1537.7159118652,212357.5098514557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
prime-intellect/intellect-3,rlm_tips,synth,0.0,0.0,0.0,19142,1200975.5101203918,1571.3937282562,1202546.903848648,36.0,0.0,0.0,0.0,36.0,4.0,15.0,9.0,5.0,0.0,0.0
prime-intellect/intellect-3,rlm_tips,synth,0.0,0.0,0.0,18498,1434016.706943512,1686.5439414978,1435703.2508850098,134.0,0.0,0.0,0.0,134.0,1.0,134.0,134.0,6.0,0.0,0.0
prime-intellect/intellect-3,rlm_tips,synth,0.0,0.0,0.0,18498,1414560.0371360779,1780.5380821228,1416340.5752182007,50.0,0.0,0.0,0.0,50.0,4.0,18.0,12.5,6.0,0.0,0.0
prime-intellect/intellect-3,rlm_tips,synth,0.0,0.0,0.0,18498,185580.4562568665,1287.5430583954,186867.9993152618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
prime-intellect/intellect-3,rlm_tips,synth,1.0,0.0,0.0,18498,153731.0311794281,1603.2581329346,155334.2893123627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
prime-intellect/intellect-3,rlm_tips,synth,0.0,0.0,0.0,353283,338236.0236644745,1791.1729812622,340027.1966457367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0
prime-intellect/intellect-3,rlm_tips,synth,0.0,0.0,0.0,353283,1030042.0391559601,1412.5988483429,1031454.638004303,18.0,0.0,0.0,0.0,18.0,3.0,8.0,6.0,9.0,0.0,0.0
prime-intellect/intellect-3,rlm_tips,synth,0.0,0.0,0.0,353283,287601.2969017029,1900.810956955,289502.1078586578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
prime-intellect/intellect-3,rlm_tips,synth,0.0,0.0,0.0,331050,562476.6521453857,1322.5791454315,563799.2312908173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0
prime-intellect/intellect-3,rlm_tips,synth,0.0,0.0,0.0,2689330,145908.6847305298,1723.023891449,147631.7086219788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
prime-intellect/intellect-3,rlm_tips,synth,0.0,0.0,0.0,662710,1313349.4551181793,1820.4762935638,1315169.9314117432,13.0,0.0,0.0,0.0,13.0,1.0,13.0,13.0,7.0,0.0,0.0
prime-intellect/intellect-3,rlm_tips,synth,0.0,0.0,0.0,1205292,1197648.3299732208,1681.8590164185,1199330.1889896393,150.0,0.0,0.0,0.0,150.0,1.0,150.0,150.0,8.0,0.0,0.0
prime-intellect/intellect-3,rlm_tips,synth,0.0,0.0,0.0,1399537,489824.1429328918,1790.5678749084,491614.7108078003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
prime-intellect/intellect-3,rlm_tips,synth,0.0,0.0,0.0,1399537,1291736.166715622,1426.3169765472,1293162.4836921692,197.0,0.0,0.0,0.0,197.0,1.0,197.0,197.0,8.0,0.0,0.0
prime-intellect/intellect-3,rlm_tips,synth,1.0,0.0,0.0,1399537,293728.4219264984,1650.6910324097,295379.1129589081,14.0,0.0,0.0,0.0,14.0,1.0,14.0,14.0,4.0,0.0,0.0
prime-intellect/intellect-3,rlm_tips,synth,0.0,0.0,0.0,5387769,1192701.6170024872,1201.4427185059,1193903.059720993,16.0,0.0,0.0,0.0,16.0,1.0,16.0,16.0,6.0,0.0,0.0
prime-intellect/intellect-3,rlm_tips,synth,0.0,0.0,0.0,5387769,1670271.9750404358,2088.9639854431,1672360.939025879,212.0,0.0,0.0,0.0,212.0,1.0,212.0,212.0,10.0,0.0,0.0
prime-intellect/intellect-3,rlm_tips,synth,0.0,0.0,0.0,9374195,1902632.3561668396,1219.6700572968,1903852.0262241364,255.0,0.0,0.0,0.0,255.0,2.0,252.0,127.5,6.0,0.0,0.0
prime-intellect/intellect-3,rlm_tips,synth,0.0,0.0,0.0,76803,719074.7210979462,1631.383895874,720706.1049938202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
prime-intellect/intellect-3,rlm_tips,synth,0.0,0.0,0.0,76803,129994.8961734772,2037.5769138336,132032.4730873108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
prime-intellect/intellect-3,rlm_tips,synth,0.0,0.0,0.0,78138,1321406.4660072327,2686.9020462036,1324093.3680534363,102.0,0.0,0.0,0.0,102.0,4.0,45.0,25.5,8.0,0.0,0.0
prime-intellect/intellect-3,rlm_tips,synth,0.0,0.0,0.0,78138,1259897.1209526062,1742.2940731049,1261639.415025711,23.0,0.0,0.0,0.0,23.0,23.0,1.0,1.0,5.0,0.0,0.0
prime-intellect/intellect-3,rlm_tips,synth,0.0,0.0,0.0,153459,302209.3598842621,2610.0578308105,304819.4177150726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
prime-intellect/intellect-3,rlm_tips,synth,0.0,0.0,0.0,153459,1564489.4728660583,1243.4728145599,1565732.9456806183,121.0,0.0,0.0,0.0,121.0,1.0,121.0,121.0,5.0,0.0,0.0
prime-intellect/intellect-3,rlm_tips,synth,0.0,0.0,0.0,1227147,1062560.986995697,2210.4570865631,1064771.4440822601,59.0,0.0,0.0,0.0,59.0,1.0,59.0,59.0,3.0,0.0,0.0
prime-intellect/intellect-3,rlm_tips,synth,0.0,0.0,0.0,1208389,1307162.6901626587,1606.3580513,1308769.0482139587,9.0,0.0,0.0,0.0,9.0,2.0,7.0,4.5,6.0,0.0,0.0
prime-intellect/intellect-3,rlm_tips,synth,0.0,0.0,0.0,316769,906073.5096931458,2105.9529781342,908179.4626712799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0
prime-intellect/intellect-3,rlm_tips,synth,0.0,0.0,0.0,316769,704963.5829925537,2056.6861629486,707020.2691555023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
prime-intellect/intellect-3,rlm_tips,synth,0.0,0.0,0.0,308367,642709.4161510468,1154.4809341431,643863.8970851898,13.0,0.0,0.0,0.0,13.0,1.0,13.0,13.0,6.0,0.0,0.0
prime-intellect/intellect-3,rlm_tips,synth,0.0,0.0,0.0,618252,1504399.652004242,2755.9950351715,1507155.6470394135,87.0,0.0,0.0,0.0,87.0,1.0,87.0,87.0,7.0,0.0,0.0
prime-intellect/intellect-3,rlm_tips,synth,0.0,0.0,0.0,618252,493832.5080871582,1617.0170307159,495449.5251178741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0
prime-intellect/intellect-3,rlm,synth,1.0,0.0,0.0,2232,295026.3707637787,1416.1238670349,296442.4946308136,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,7.0,0.0,0.0
prime-intellect/intellect-3,rlm,synth,1.0,0.0,0.0,2232,263037.5170707703,1121.0839748383,264158.6010456085,10.0,0.0,0.0,0.0,10.0,1.0,10.0,10.0,6.0,0.0,0.0
prime-intellect/intellect-3,rlm,synth,0.0,0.0,0.0,4457,177167.5157546997,1260.9629631042,178428.478717804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0
prime-intellect/intellect-3,rlm,synth,1.0,0.0,0.0,4457,469065.1769638062,2545.7060337067,471610.8829975128,3.0,0.0,0.0,0.0,3.0,1.0,3.0,3.0,8.0,0.0,0.0
prime-intellect/intellect-3,rlm,synth,1.0,0.0,0.0,4969,88162.2200012207,1140.0249004364,89302.2449016571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
prime-intellect/intellect-3,rlm,synth,1.0,0.0,0.0,10115,118173.8481521606,1372.6720809937,119546.5202331543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
